variable,n_mayor,n_menor,media_mayor,media_menor,dif,t,p,U,p_u,cohen_d,significativo
track_popularity,16015,12312,39.694536372151106,38.908057179987004,0.7864791921641014,2.771750396020541,0.005579455928657433,100640918.5,0.0026129411672431418,0.03319236015878173,True
danceability,16015,12312,0.6464699781454887,0.6625798895386615,-0.01610991139317286,-9.303751890547113,1.4548256939877793e-20,92519786.5,5.847198813777216e-19,-0.11075541140525777,True
energy,16015,12312,0.6979208039338121,0.699272181611436,-0.001351377677623944,-0.6178946163468129,0.5366500342904619,98881841.5,0.6670539555470664,-0.007371526941666613,False
valence,16015,12312,0.509745826412738,0.511222355425601,-0.0014765290128629927,-0.5261026773069166,0.5988212646217818,98199901.5,0.5691207656444421,-0.006302206237720006,False
loudness,16015,12312,-6.85588011239463,-6.755744476933074,-0.10013563546155524,-2.765356482454953,0.005689989564216773,96616930.0,0.0038578117176484637,-0.033126721549248575,True
tempo,16015,12312,121.36234536372152,120.43673773554256,0.9256076281789518,2.872757133099663,0.004072276415353026,100218113.0,0.01690297136328741,0.03436311629057571,True
acousticness,16015,12312,0.1780042348979082,0.17544738771848603,0.0025568471794221725,0.9653746246713077,0.33436583957372323,97240837.5,0.048259197761341216,0.011501572046253931,False
duracion_min,16015,12312,3.7913296721823295,3.762858729965345,0.02847094221698443,2.345145932372832,0.019026937730975312,100444847.5,0.00650564636255046,0.028070327651908145,True
